Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price,Mileage_Group
Mercedes,E-Class,2019,5.0,Electric,Semi-Automatic,88654,2,4,15026,Medium Mileage
Chevrolet,Equinox,2023,2.0,Electric,Manual,5086,5,3,14898,Low Mileage
Mercedes,C-Class,2016,2.2,Electric,Semi-Automatic,299287,3,2,7114,Very High Mileage
Audi,A4,2018,1.9,Petrol,Automatic,218506,4,4,8529,High Mileage
Volkswagen,Golf,2007,1.2,Petrol,Semi-Automatic,186908,5,5,3661,High Mileage
Ford,Fiesta,2006,4.3,Electric,Automatic,128881,3,1,11122,Medium Mileage
Kia,Sportage,2008,3.3,Hybrid,Semi-Automatic,64813,3,1,9503,Low Mileage
Ford,Explorer,2023,1.2,Hybrid,Automatic,39557,4,4,13908,Low Mileage
Volkswagen,Tiguan,2005,2.0,Diesel,Automatic,114559,5,3,6808,Medium Mileage
Honda,Accord,2016,2.0,Diesel,Manual,63505,4,5,9629,Low Mileage
Toyota,Camry,2018,3.4,Electric,Semi-Automatic,20423,3,1,14491,Low Mileage
BMW,X5,2021,4.2,Diesel,Semi-Automatic,263328,4,2,9333,Very High Mileage
BMW,3 Series,2015,2.7,Petrol,Automatic,230835,4,1,8183,Very High Mileage
Kia,Optima,2019,2.5,Electric,Manual,124314,4,2,11813,Medium Mileage
Audi,A4,2012,3.2,Hybrid,Semi-Automatic,258221,2,5,6735,Very High Mileage
Toyota,Corolla,2010,3.0,Diesel,Semi-Automatic,32347,4,1,9453,Low Mileage
Toyota,RAV4,2015,3.4,Hybrid,Automatic,35371,4,4,13792,Low Mileage
Volkswagen,Golf,2022,1.1,Diesel,Automatic,100212,2,5,11295,Medium Mileage
BMW,X5,2007,1.0,Diesel,Automatic,293388,3,3,2832,Very High Mileage
Kia,Rio,2015,1.1,Diesel,Automatic,213044,2,2,6939,High Mileage
Kia,Rio,2015,3.6,Electric,Automatic,133945,4,4,13021,Medium Mileage
BMW,3 Series,2009,1.1,Petrol,Semi-Automatic,271776,5,4,2464,Very High Mileage
BMW,X5,2008,1.7,Electric,Manual,71714,3,1,8765,Low Mileage
Audi,A3,2007,2.2,Hybrid,Automatic,5049,3,2,10799,Low Mileage
Toyota,RAV4,2017,3.9,Electric,Automatic,157242,3,3,13455,High Mileage
Mercedes,C-Class,2004,3.9,Petrol,Semi-Automatic,206087,4,3,5078,High Mileage
Hyundai,Elantra,2012,4.7,Diesel,Manual,137379,3,5,9652,Medium Mileage
Toyota,RAV4,2022,4.0,Hybrid,Semi-Automatic,215548,5,4,11389,High Mileage
Audi,A3,2014,4.1,Electric,Semi-Automatic,72306,4,3,12953,Low Mileage
Mercedes,E-Class,2023,3.1,Hybrid,Automatic,183781,3,1,12924,High Mileage
Mercedes,GLA,2020,4.7,Electric,Semi-Automatic,56519,5,4,15669,Low Mileage
Ford,Explorer,2020,1.9,Hybrid,Automatic,228471,4,4,9930,Very High Mileage
Audi,A4,2002,2.4,Hybrid,Semi-Automatic,749,3,5,8085,Low Mileage
Audi,Q5,2004,4.6,Electric,Manual,205475,5,4,7790,High Mileage
Audi,A3,2019,3.7,Diesel,Manual,128588,2,5,10928,Medium Mileage
Mercedes,GLA,2010,4.3,Hybrid,Automatic,106738,4,1,11765,Medium Mileage
BMW,X5,2006,1.5,Diesel,Semi-Automatic,131980,4,5,4760,Medium Mileage
Toyota,Camry,2013,1.1,Diesel,Semi-Automatic,218485,3,4,4730,High Mileage
Toyota,Camry,2007,3.7,Petrol,Manual,7203,3,5,9755,Low Mileage
Audi,A4,2016,3.1,Diesel,Manual,97800,5,3,10044,Medium Mileage
Ford,Explorer,2019,2.2,Diesel,Automatic,262822,3,1,8243,Very High Mileage
BMW,X5,2019,1.7,Diesel,Automatic,189988,4,1,9200,High Mileage
BMW,3 Series,2017,1.6,Diesel,Automatic,240226,2,2,7495,Very High Mileage
Honda,Accord,2015,4.6,Diesel,Semi-Automatic,90142,2,1,11397,Medium Mileage
Chevrolet,Equinox,2005,3.4,Electric,Manual,82467,4,5,9350,Medium Mileage
Volkswagen,Tiguan,2010,4.5,Hybrid,Automatic,234158,5,4,9416,Very High Mileage
Audi,Q5,2009,2.6,Hybrid,Automatic,177694,4,1,8346,High Mileage
Audi,Q5,2018,3.7,Diesel,Automatic,140877,5,2,11882,Medium Mileage
Kia,Optima,2020,2.6,Petrol,Automatic,186639,4,5,10467,High Mileage
Ford,Fiesta,2014,2.5,Diesel,Manual,1540,2,5,10769,Low Mileage
Ford,Explorer,2015,3.8,Hybrid,Automatic,35335,2,2,14193,Low Mileage
Kia,Optima,2008,4.5,Electric,Automatic,132866,3,5,11842,Medium Mileage
Kia,Optima,2013,1.4,Petrol,Semi-Automatic,21187,3,1,8976,Low Mileage
Mercedes,GLA,2010,3.0,Electric,Automatic,109329,4,3,11413,Medium Mileage
Toyota,Camry,2003,3.9,Petrol,Manual,102299,3,1,6854,Medium Mileage
Toyota,Corolla,2007,4.3,Diesel,Automatic,147539,4,1,9049,Medium Mileage
Ford,Explorer,2008,2.6,Petrol,Semi-Automatic,220336,2,5,4693,High Mileage
Volkswagen,Passat,2023,1.9,Diesel,Automatic,206886,5,2,10262,High Mileage
Chevrolet,Impala,2011,1.1,Diesel,Automatic,69570,3,2,8608,Low Mileage
Honda,Civic,2022,4.2,Hybrid,Semi-Automatic,151184,5,4,12876,High Mileage
Toyota,RAV4,2012,3.3,Petrol,Semi-Automatic,158791,2,1,7824,High Mileage
Volkswagen,Tiguan,2017,3.3,Electric,Automatic,111531,4,4,13769,Medium Mileage
Chevrolet,Impala,2010,1.3,Electric,Manual,3075,2,5,10338,Low Mileage
Honda,Civic,2008,2.5,Diesel,Automatic,48695,2,1,9526,Low Mileage
Audi,Q5,2008,1.7,Petrol,Semi-Automatic,199728,2,1,4205,High Mileage
Chevrolet,Malibu,2020,3.6,Diesel,Semi-Automatic,136688,5,1,10966,Medium Mileage
Audi,A4,2017,2.1,Diesel,Manual,136340,3,1,8573,Medium Mileage
Mercedes,GLA,2008,2.7,Petrol,Semi-Automatic,135623,5,2,6487,Medium Mileage
Hyundai,Tucson,2015,1.6,Petrol,Automatic,43454,3,2,10830,Low Mileage
Volkswagen,Tiguan,2009,4.8,Petrol,Semi-Automatic,81481,5,1,9970,Medium Mileage
Mercedes,C-Class,2018,1.1,Hybrid,Automatic,15005,3,2,12799,Low Mileage
Kia,Rio,2022,3.2,Diesel,Automatic,27425,4,1,14851,Low Mileage
Toyota,Camry,2012,4.6,Diesel,Semi-Automatic,159593,5,5,9108,High Mileage
Toyota,RAV4,2018,1.2,Electric,Automatic,23090,2,2,13738,Low Mileage
BMW,5 Series,2003,3.1,Electric,Manual,21203,5,5,9675,Low Mileage
Kia,Optima,2005,3.8,Hybrid,Automatic,7995,3,4,11740,Low Mileage
Hyundai,Elantra,2004,3.3,Hybrid,Semi-Automatic,50875,2,1,8582,Low Mileage
Hyundai,Sonata,2002,1.8,Electric,Semi-Automatic,293718,4,1,2625,Very High Mileage
Toyota,Corolla,2023,2.2,Electric,Semi-Automatic,62511,5,3,13949,Low Mileage
Chevrolet,Equinox,2020,3.9,Electric,Automatic,175761,5,4,13984,High Mileage
Chevrolet,Malibu,2019,3.9,Hybrid,Semi-Automatic,167618,2,3,11347,High Mileage
Audi,Q5,2012,1.6,Petrol,Manual,289368,4,5,3512,Very High Mileage
Mercedes,E-Class,2022,4.0,Petrol,Semi-Automatic,159928,2,3,11501,High Mileage
Ford,Fiesta,2019,3.9,Diesel,Manual,100659,5,3,11686,Medium Mileage
Toyota,Camry,2013,3.1,Diesel,Manual,203588,3,5,7028,High Mileage
BMW,X5,2009,2.6,Petrol,Semi-Automatic,70133,5,1,7997,Low Mileage
Volkswagen,Golf,2006,2.3,Petrol,Manual,55654,2,5,7086,Low Mileage
Toyota,RAV4,2022,4.1,Electric,Automatic,253516,3,5,13229,Very High Mileage
Hyundai,Elantra,2000,4.1,Diesel,Manual,269426,4,3,2811,Very High Mileage
BMW,5 Series,2011,4.7,Petrol,Manual,193401,4,1,8231,High Mileage
Volkswagen,Tiguan,2023,3.6,Petrol,Automatic,45801,4,4,15183,Low Mileage
Mercedes,C-Class,2005,2.7,Electric,Manual,221258,5,2,5874,High Mileage
Toyota,RAV4,2023,1.6,Diesel,Manual,112349,5,5,10353,Medium Mileage
Kia,Rio,2001,3.6,Petrol,Automatic,183666,4,5,5826,High Mileage
Audi,Q5,2012,4.5,Diesel,Manual,187400,5,3,8452,High Mileage
Honda,Civic,2016,3.0,Petrol,Automatic,16505,4,2,13069,Low Mileage
Kia,Sportage,2008,3.7,Hybrid,Semi-Automatic,271404,2,2,5771,Very High Mileage
Audi,A3,2007,2.5,Electric,Automatic,80739,4,2,10585,Medium Mileage
Audi,A4,2005,2.9,Electric,Automatic,187906,5,2,8241,High Mileage
Ford,Focus,2001,3.0,Petrol,Automatic,190816,3,5,5083,High Mileage
Audi,A3,2002,3.3,Petrol,Automatic,244633,3,2,4607,Very High Mileage
Honda,CR-V,2015,3.7,Diesel,Semi-Automatic,18846,3,4,11923,Low Mileage
BMW,5 Series,2018,2.7,Hybrid,Manual,297818,2,3,7243,Very High Mileage
Audi,A3,2008,2.6,Diesel,Semi-Automatic,31085,5,1,8478,Low Mileage
Audi,A4,2016,3.8,Electric,Semi-Automatic,40584,3,5,13888,Low Mileage
Hyundai,Sonata,2022,2.0,Electric,Manual,252579,5,5,9648,Very High Mileage
Ford,Explorer,2002,2.5,Diesel,Automatic,137131,3,3,5957,Medium Mileage
BMW,5 Series,2020,2.2,Diesel,Semi-Automatic,181518,4,2,8669,High Mileage
BMW,5 Series,2003,2.3,Hybrid,Manual,198662,3,4,4326,High Mileage
Audi,Q5,2007,3.8,Petrol,Semi-Automatic,270796,5,3,4584,Very High Mileage
Mercedes,E-Class,2008,4.6,Diesel,Semi-Automatic,202468,5,4,7050,High Mileage
Hyundai,Sonata,2002,2.0,Petrol,Automatic,159764,4,2,5004,High Mileage
BMW,X5,2002,3.1,Petrol,Manual,244188,5,2,2916,Very High Mileage
Mercedes,E-Class,2013,2.5,Diesel,Manual,115976,5,5,8180,Medium Mileage
Honda,Accord,2023,2.7,Diesel,Automatic,42252,2,2,14354,Low Mileage
Volkswagen,Passat,2016,4.8,Electric,Automatic,36943,5,1,16461,Low Mileage
Mercedes,E-Class,2013,2.4,Electric,Semi-Automatic,176391,2,4,8872,High Mileage
Ford,Explorer,2013,1.4,Petrol,Manual,253282,4,4,4334,Very High Mileage
Kia,Sportage,2004,3.8,Electric,Manual,189775,4,3,7304,High Mileage
Toyota,RAV4,2021,5.0,Petrol,Automatic,164237,5,5,13615,High Mileage
Hyundai,Elantra,2004,3.4,Diesel,Manual,299626,3,3,2707,Very High Mileage
Honda,Civic,2009,1.6,Hybrid,Manual,200905,5,3,5381,High Mileage
Hyundai,Elantra,2004,4.3,Diesel,Semi-Automatic,217759,3,1,5244,High Mileage
BMW,X5,2013,2.3,Petrol,Semi-Automatic,216833,4,3,5963,High Mileage
Chevrolet,Impala,2010,4.7,Electric,Automatic,47121,5,1,14357,Low Mileage
Ford,Fiesta,2013,1.8,Hybrid,Automatic,37903,4,5,11541,Low Mileage
Mercedes,GLA,2015,4.2,Diesel,Semi-Automatic,238931,3,3,8021,Very High Mileage
Hyundai,Elantra,2022,3.6,Electric,Manual,538,2,1,16289,Low Mileage
Toyota,Corolla,2006,4.6,Electric,Automatic,93440,5,1,12131,Medium Mileage
Ford,Focus,2023,4.4,Electric,Manual,195913,5,5,13481,High Mileage
Hyundai,Sonata,2017,3.5,Hybrid,Manual,251153,5,4,8676,Very High Mileage
Mercedes,E-Class,2014,3.8,Diesel,Automatic,163258,3,2,10334,High Mileage
Chevrolet,Malibu,2006,4.0,Hybrid,Manual,265454,3,3,5590,Very High Mileage
Kia,Sportage,2017,3.2,Petrol,Manual,204302,4,1,8313,High Mileage
Toyota,RAV4,2005,3.6,Petrol,Manual,78941,3,4,7621,Medium Mileage
Mercedes,E-Class,2005,3.2,Electric,Semi-Automatic,253434,4,3,5731,Very High Mileage
Kia,Sportage,2018,3.9,Hybrid,Automatic,60938,5,2,14681,Low Mileage
Mercedes,GLA,2021,4.3,Hybrid,Semi-Automatic,86892,4,2,13962,Medium Mileage
Honda,Accord,2002,1.5,Hybrid,Manual,155050,3,4,4099,High Mileage
Honda,Civic,2012,1.3,Petrol,Automatic,18611,3,5,10127,Low Mileage
Volkswagen,Tiguan,2017,4.2,Diesel,Automatic,59104,2,3,13717,Low Mileage
BMW,X5,2002,4.3,Petrol,Manual,162723,5,3,5745,High Mileage
Hyundai,Tucson,2021,3.0,Electric,Semi-Automatic,132255,5,5,12754,Medium Mileage
Hyundai,Elantra,2001,1.6,Electric,Manual,170043,3,1,4599,High Mileage
Audi,Q5,2017,2.9,Hybrid,Automatic,157795,3,2,11444,High Mileage
Volkswagen,Passat,2013,2.5,Petrol,Manual,116315,4,3,8173,Medium Mileage
Volkswagen,Tiguan,2008,4.7,Petrol,Automatic,226596,4,1,8168,Very High Mileage
Toyota,Corolla,2012,3.3,Hybrid,Automatic,164117,3,2,10217,High Mileage
Honda,Civic,2019,4.7,Hybrid,Semi-Automatic,254760,2,5,10404,Very High Mileage
Kia,Rio,2022,4.1,Petrol,Semi-Automatic,61422,5,1,13571,Low Mileage
Chevrolet,Malibu,2017,2.9,Electric,Automatic,299218,3,4,9615,Very High Mileage
BMW,X5,2004,1.2,Petrol,Semi-Automatic,13525,5,5,6229,Low Mileage
Ford,Explorer,2011,3.2,Electric,Semi-Automatic,183636,4,3,8927,High Mileage
Ford,Fiesta,2020,3.6,Electric,Manual,86259,3,4,13974,Medium Mileage
Volkswagen,Golf,2013,2.0,Electric,Semi-Automatic,228406,4,2,7431,Very High Mileage
Chevrolet,Malibu,2021,1.3,Diesel,Semi-Automatic,169843,5,1,8303,High Mileage
Hyundai,Sonata,2022,3.2,Hybrid,Automatic,261305,4,2,11173,Very High Mileage
Volkswagen,Tiguan,2005,2.9,Hybrid,Automatic,69400,5,3,9612,Low Mileage
Mercedes,E-Class,2016,1.2,Electric,Manual,79084,5,5,10518,Medium Mileage
Audi,Q5,2005,4.0,Electric,Semi-Automatic,243799,2,5,6724,Very High Mileage
Chevrolet,Impala,2005,1.8,Petrol,Manual,116675,3,5,5066,Medium Mileage
Ford,Explorer,2012,2.1,Electric,Automatic,162395,3,4,10052,High Mileage
Hyundai,Tucson,2022,4.5,Electric,Semi-Automatic,156806,2,3,14063,High Mileage
Volkswagen,Golf,2021,1.4,Petrol,Automatic,64978,5,2,12000,Low Mileage
BMW,5 Series,2003,1.4,Electric,Semi-Automatic,5400,4,5,8292,Low Mileage
Hyundai,Elantra,2014,2.9,Electric,Automatic,132962,5,1,12040,Medium Mileage
Audi,A4,2007,4.9,Hybrid,Manual,177012,2,4,8559,High Mileage
BMW,X5,2015,3.0,Electric,Semi-Automatic,85063,2,3,11898,Medium Mileage
Kia,Optima,2011,2.9,Petrol,Automatic,137771,2,2,9044,Medium Mileage
BMW,5 Series,2021,2.4,Petrol,Manual,36857,3,1,12062,Low Mileage
Chevrolet,Equinox,2016,2.8,Diesel,Automatic,74133,5,3,11717,Low Mileage
Honda,Accord,2000,2.6,Hybrid,Automatic,93376,2,4,7332,Medium Mileage
Honda,CR-V,2014,2.5,Diesel,Semi-Automatic,206868,2,3,6662,High Mileage
Toyota,Corolla,2005,3.4,Petrol,Manual,212699,4,3,4746,High Mileage
Audi,Q5,2002,2.3,Electric,Semi-Automatic,273206,3,5,3535,Very High Mileage
BMW,3 Series,2009,3.9,Electric,Automatic,75927,4,3,12681,Medium Mileage
Ford,Focus,2014,1.4,Diesel,Semi-Automatic,103373,2,1,7632,Medium Mileage
Hyundai,Elantra,2000,4.8,Diesel,Automatic,298742,5,5,4425,Very High Mileage
Mercedes,GLA,2009,1.6,Hybrid,Semi-Automatic,25764,2,1,8884,Low Mileage
Kia,Sportage,2011,2.7,Electric,Manual,21260,4,5,11674,Low Mileage
Audi,A3,2009,1.1,Hybrid,Automatic,57983,3,1,9240,Low Mileage
Chevrolet,Malibu,2023,2.0,Electric,Semi-Automatic,37328,3,1,14253,Low Mileage
Toyota,Camry,2016,3.7,Petrol,Automatic,240983,3,4,9280,Very High Mileage
Honda,Accord,2009,3.3,Petrol,Manual,74667,5,5,8606,Medium Mileage
Volkswagen,Passat,2014,1.5,Petrol,Manual,1470,2,2,9770,Low Mileage
Kia,Sportage,2020,4.5,Electric,Automatic,287416,5,5,12351,Very High Mileage
Chevrolet,Impala,2008,3.6,Diesel,Manual,258326,3,4,4933,Very High Mileage
Toyota,Corolla,2001,3.8,Hybrid,Manual,13886,2,4,8922,Low Mileage
Toyota,Corolla,2007,3.8,Petrol,Manual,252617,3,2,4947,Very High Mileage
Ford,Fiesta,2004,2.7,Petrol,Manual,33338,3,1,7333,Low Mileage
Hyundai,Sonata,2004,1.2,Electric,Manual,178018,2,5,4939,High Mileage
Audi,A3,2004,3.5,Electric,Semi-Automatic,284771,4,3,5104,Very High Mileage
Toyota,Corolla,2011,3.3,Petrol,Manual,124745,2,3,8205,Medium Mileage
Honda,Civic,2012,1.1,Petrol,Semi-Automatic,89483,3,3,7010,Medium Mileage
Hyundai,Tucson,2015,2.5,Diesel,Semi-Automatic,292957,2,5,5240,Very High Mileage
Kia,Sportage,2006,3.9,Electric,Manual,177274,2,1,8254,High Mileage
Kia,Rio,2000,3.3,Diesel,Automatic,104614,4,5,6807,Medium Mileage
Honda,Accord,2018,4.4,Electric,Automatic,291085,2,4,11578,Very High Mileage
Audi,A3,2008,1.1,Petrol,Semi-Automatic,248569,5,5,2628,Very High Mileage
Ford,Explorer,2010,4.7,Hybrid,Semi-Automatic,44277,5,5,11914,Low Mileage
Hyundai,Tucson,2007,2.2,Petrol,Semi-Automatic,34949,2,4,7701,Low Mileage
Audi,A4,2018,1.2,Electric,Semi-Automatic,16602,4,3,12367,Low Mileage
Audi,Q5,2005,2.2,Hybrid,Manual,63288,3,3,7534,Low Mileage
Mercedes,E-Class,2001,3.7,Hybrid,Manual,69261,3,1,7714,Low Mileage
Mercedes,GLA,2019,1.8,Petrol,Semi-Automatic,107742,3,4,9445,Medium Mileage
Ford,Focus,2005,1.1,Petrol,Semi-Automatic,171245,4,4,3275,High Mileage
Kia,Optima,2019,4.1,Petrol,Semi-Automatic,192186,5,5,10056,High Mileage
Toyota,RAV4,2001,1.5,Diesel,Automatic,155289,4,2,4294,High Mileage
Honda,Accord,2020,3.4,Diesel,Semi-Automatic,286798,3,1,7764,Very High Mileage
Mercedes,E-Class,2021,2.9,Hybrid,Semi-Automatic,74814,2,3,12803,Medium Mileage
Hyundai,Sonata,2004,1.5,Hybrid,Semi-Automatic,283114,5,1,2137,Very High Mileage
Mercedes,C-Class,2011,2.4,Hybrid,Automatic,12182,2,1,12056,Low Mileage
Ford,Fiesta,2003,2.2,Hybrid,Semi-Automatic,1097,5,3,8178,Low Mileage
Ford,Explorer,2020,4.1,Hybrid,Semi-Automatic,58741,4,1,14025,Low Mileage
Mercedes,E-Class,2021,1.2,Diesel,Automatic,57806,5,3,11943,Low Mileage
Kia,Rio,2017,2.9,Electric,Manual,8920,3,3,13921,Low Mileage
Chevrolet,Malibu,2000,2.7,Diesel,Semi-Automatic,267764,2,1,2000,Very High Mileage
Ford,Focus,2012,4.0,Diesel,Automatic,124372,3,3,10712,Medium Mileage
Chevrolet,Malibu,2016,1.0,Diesel,Semi-Automatic,56441,2,3,8771,Low Mileage
Volkswagen,Golf,2007,4.6,Electric,Semi-Automatic,62688,3,4,11546,Low Mileage
Kia,Optima,2006,4.6,Petrol,Manual,108869,3,3,8322,Medium Mileage
Toyota,Corolla,2012,1.6,Electric,Manual,55532,2,5,10189,Low Mileage
Toyota,Corolla,2017,3.8,Hybrid,Automatic,213119,4,3,11237,High Mileage
Honda,Civic,2011,1.1,Hybrid,Automatic,126234,2,4,8475,Medium Mileage
Kia,Sportage,2022,1.7,Petrol,Semi-Automatic,211633,5,1,8167,High Mileage
Toyota,RAV4,2019,2.5,Petrol,Semi-Automatic,89607,4,5,10507,Medium Mileage
Honda,Accord,2014,3.0,Diesel,Manual,143777,3,1,8424,Medium Mileage
Kia,Optima,2000,4.4,Electric,Manual,145958,5,3,7580,Medium Mileage
Audi,Q5,2019,3.6,Hybrid,Automatic,71871,2,4,14462,Low Mileage
Kia,Rio,2016,4.6,Diesel,Semi-Automatic,113169,3,4,11236,Medium Mileage
BMW,X5,2016,1.9,Hybrid,Automatic,81638,4,2,11667,Medium Mileage
Toyota,Camry,2014,1.3,Diesel,Semi-Automatic,256054,2,4,4478,Very High Mileage
BMW,5 Series,2004,4.5,Hybrid,Automatic,178984,4,5,8720,High Mileage
Honda,Civic,2009,3.4,Diesel,Manual,234001,3,3,5519,Very High Mileage
Hyundai,Elantra,2013,4.1,Electric,Semi-Automatic,229219,3,1,9515,Very High Mileage
Chevrolet,Impala,2006,3.9,Diesel,Automatic,102807,5,5,9243,Medium Mileage
Ford,Fiesta,2004,2.5,Petrol,Automatic,158888,4,2,6122,High Mileage
Mercedes,C-Class,2022,3.5,Diesel,Semi-Automatic,246762,3,2,9264,Very High Mileage
Toyota,RAV4,2000,4.2,Diesel,Manual,153301,3,1,5233,High Mileage
Audi,A3,2001,4.4,Diesel,Semi-Automatic,270519,3,5,3389,Very High Mileage
Chevrolet,Equinox,2011,3.2,Electric,Semi-Automatic,170508,2,3,9189,High Mileage
Chevrolet,Malibu,2008,4.5,Diesel,Manual,146621,5,2,8067,Medium Mileage
Toyota,Corolla,2010,3.3,Diesel,Manual,81955,5,3,8760,Medium Mileage
Kia,Optima,2019,1.8,Petrol,Automatic,218904,5,3,8721,High Mileage
Kia,Sportage,2015,3.2,Hybrid,Semi-Automatic,113979,5,3,10520,Medium Mileage
Kia,Sportage,2022,3.6,Hybrid,Automatic,92022,4,4,14959,Medium Mileage
Kia,Optima,2013,3.0,Hybrid,Manual,254347,2,2,6913,Very High Mileage
Chevrolet,Malibu,2010,4.3,Electric,Automatic,51893,4,1,13862,Low Mileage
Hyundai,Sonata,2000,1.1,Electric,Automatic,126235,2,3,6175,Medium Mileage
Mercedes,E-Class,2001,1.0,Electric,Semi-Automatic,175506,4,5,3889,High Mileage
Audi,A3,2004,2.1,Petrol,Semi-Automatic,211397,5,2,3172,High Mileage
Audi,A3,2005,3.5,Petrol,Manual,41440,5,1,8271,Low Mileage
Audi,A3,2016,3.9,Petrol,Semi-Automatic,182656,3,1,9146,High Mileage
Hyundai,Tucson,2010,2.6,Electric,Manual,101481,5,5,9670,Medium Mileage
Honda,Accord,2016,1.3,Electric,Manual,126279,4,2,9674,Medium Mileage
Honda,Civic,2001,1.5,Hybrid,Semi-Automatic,212006,4,2,2659,High Mileage
Chevrolet,Equinox,2007,3.0,Electric,Automatic,286425,3,5,6971,Very High Mileage
Honda,CR-V,2006,2.0,Electric,Manual,73969,4,3,8420,Low Mileage
Volkswagen,Tiguan,2004,2.0,Petrol,Automatic,29136,2,3,8217,Low Mileage
Volkswagen,Golf,2003,1.1,Electric,Manual,80354,2,4,6492,Medium Mileage
Kia,Optima,2006,2.5,Hybrid,Semi-Automatic,172054,3,5,5958,High Mileage
Ford,Explorer,2012,2.8,Electric,Automatic,173252,3,1,10534,High Mileage
Mercedes,GLA,2009,2.9,Petrol,Manual,111900,2,5,7462,Medium Mileage
Ford,Fiesta,2001,1.9,Diesel,Automatic,91289,4,4,5974,Medium Mileage
Volkswagen,Passat,2023,2.7,Electric,Semi-Automatic,92615,4,2,13847,Medium Mileage
Honda,Accord,2012,4.8,Hybrid,Semi-Automatic,263129,5,5,8237,Very High Mileage
Kia,Rio,2022,2.6,Electric,Automatic,90981,4,4,14980,Medium Mileage
Chevrolet,Impala,2020,1.5,Petrol,Automatic,201213,4,5,9075,High Mileage
Chevrolet,Impala,2001,3.5,Petrol,Manual,89104,2,5,6117,Medium Mileage
Honda,Civic,2000,2.7,Hybrid,Automatic,109892,2,4,7102,Medium Mileage
Toyota,Corolla,2000,3.2,Hybrid,Automatic,1424,5,2,9771,Low Mileage
Hyundai,Tucson,2016,4.8,Diesel,Semi-Automatic,181897,3,2,10062,High Mileage
Ford,Fiesta,2018,1.6,Petrol,Semi-Automatic,196919,3,4,7161,High Mileage
BMW,3 Series,2011,3.5,Diesel,Manual,206623,4,1,6767,High Mileage
BMW,5 Series,2019,2.7,Electric,Automatic,208650,2,2,11827,High Mileage
Honda,Accord,2004,2.0,Petrol,Semi-Automatic,189384,2,2,3512,High Mileage
Ford,Fiesta,2004,3.0,Hybrid,Manual,27703,3,5,8745,Low Mileage
Honda,CR-V,2012,2.6,Hybrid,Semi-Automatic,200050,2,4,7299,High Mileage
Kia,Optima,2000,2.0,Electric,Automatic,256374,3,3,4472,Very High Mileage
Honda,Civic,2012,3.0,Electric,Automatic,124932,3,1,11701,Medium Mileage
Audi,A4,2019,3.3,Electric,Automatic,296036,3,2,10679,Very High Mileage
Ford,Focus,2010,4.0,Petrol,Semi-Automatic,132847,2,3,8443,Medium Mileage
Honda,Civic,2000,3.6,Hybrid,Semi-Automatic,83240,2,1,7035,Medium Mileage
Volkswagen,Tiguan,2012,3.9,Diesel,Semi-Automatic,170913,5,3,8181,High Mileage
BMW,3 Series,2010,4.1,Electric,Manual,59372,2,1,12012,Low Mileage
Audi,A4,2015,4.4,Diesel,Manual,9382,2,3,12812,Low Mileage
Kia,Optima,2005,3.5,Petrol,Automatic,46360,3,2,9672,Low Mileage
Chevrolet,Equinox,2000,3.8,Electric,Semi-Automatic,126129,4,4,7377,Medium Mileage
Kia,Optima,2019,1.6,Hybrid,Automatic,61497,2,3,12670,Low Mileage
Volkswagen,Golf,2023,1.3,Hybrid,Manual,154823,4,1,10203,High Mileage
Toyota,Corolla,2020,1.0,Diesel,Manual,191019,3,2,7279,High Mileage
Chevrolet,Equinox,2005,3.2,Electric,Automatic,165446,3,4,8991,High Mileage
Chevrolet,Equinox,2013,1.5,Hybrid,Automatic,129450,4,5,9411,Medium Mileage
Volkswagen,Tiguan,2011,4.1,Petrol,Semi-Automatic,40188,4,2,10696,Low Mileage
Toyota,Corolla,2007,4.1,Electric,Manual,237383,5,2,7552,Very High Mileage
Honda,CR-V,2008,1.1,Electric,Manual,120058,4,2,7198,Medium Mileage
Hyundai,Sonata,2020,1.4,Electric,Manual,218769,4,1,9124,High Mileage
Hyundai,Sonata,2004,4.7,Petrol,Manual,285148,5,5,4297,Very High Mileage
Volkswagen,Passat,2021,4.1,Electric,Semi-Automatic,103502,4,1,14429,Medium Mileage
Toyota,RAV4,2021,3.3,Diesel,Automatic,269307,5,2,9813,Very High Mileage
BMW,3 Series,2015,4.8,Diesel,Manual,169599,3,4,10008,High Mileage
BMW,3 Series,2018,2.7,Hybrid,Semi-Automatic,154589,5,5,10108,High Mileage
Volkswagen,Golf,2013,2.9,Hybrid,Automatic,111790,5,3,11164,Medium Mileage
Audi,A4,2008,1.4,Hybrid,Manual,66730,3,4,7565,Low Mileage
Audi,Q5,2002,3.2,Diesel,Manual,243581,4,2,3028,Very High Mileage
Audi,A3,2008,1.1,Electric,Semi-Automatic,148643,5,5,6627,Medium Mileage
Chevrolet,Equinox,2002,4.4,Petrol,Semi-Automatic,192489,5,5,5250,High Mileage
Ford,Focus,2018,1.6,Hybrid,Semi-Automatic,21524,3,1,11669,Low Mileage
Audi,A4,2008,2.3,Hybrid,Automatic,204121,3,4,7217,High Mileage
Ford,Fiesta,2019,2.2,Petrol,Manual,56754,4,1,10864,Low Mileage
Mercedes,GLA,2019,4.5,Diesel,Automatic,138977,4,3,13020,Medium Mileage
Ford,Explorer,2020,2.0,Electric,Semi-Automatic,64810,5,2,12803,Low Mileage
